SKILL_ID,SKILL_NAME,SKILL_SHORT_NAME,SKILL_AREA_NAME,CONTENT_AREA_NAME,CONTENT_AREA_SHORT_NAME,PEDAGOGICAL_LIMITS,DOK_LEVEL,IS_EN_US_FOCUS_SKILL,IS_G3_READING_PROFICIENCY_SKILL,IS_G4_PROFICIENCY_SKILL,IS_KINDERGARTEN_READINESS_SKILL,HAS_CBM_MEASURE,IS_ALGEBRA_READINESS_SKILL,GRADE_LEVEL_DEFAULT_ID,GRADE_LEVEL_NAME,GRADE_LEVEL_SHORT_NAME,GRADE_LEVEL_DEFAULT_ORDER,USP_SECTION_CODE,USP_SECTION_NAME,USP_SECTION_DEFAULT_ORDER,SKILL_AREA_ID,CONTENT_AREA_ID,USP_SECTION_ID,SKILL_STATUS,USP_SKILL_STATUS,REPLACES_SKILL_ID,SKILL_CREATION_RATIONALE,SKILL_NOTES,DEV_NOTE,LAST_CHANGE_TYPE,LAST_CHANGE_BATCH
b011f61e-e69f-e311-9503-005056801da1,"Explain how word choice, syntax, and organization are used to further the author's purpose or viewpoint in an informational text",Explain how author's choices further the purpose,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_8,Grade 8,8,8,8,Grade 8,10,cf6d5228-e69f-e311-9503-005056801da1,1,eaa4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
b6324c9c-a69f-e311-9503-005056801da1,Evaluate how the author's purpose is conveyed,Evaluate how the author's purpose is conveyed,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_8,Grade 8,8,8,8,Grade 8,10,cf6d5228-e69f-e311-9503-005056801da1,1,eaa4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
f297ede5-39b8-4637-9844-8debbf8b77c5,"Analyze the impact of different components of a text's context (e.g., author's background, political climate, cultural influences) and determine which elements are most relevant to the analysis (e.g., in <i>The Metamorphosis</i>, consider influences of Franz Kafka's strained relationship with his father in addition to societal attitudes)",Determine relevant elements of a text's context,Author's Purpose and Perspective,English Language Arts,ELA,"most related to: Purp12Lit3 Analyze a literary text's cultural, historical, and contemporary context, bringing increasingly sophisticated knowledge of these subjects to bear, in order to draw and revise conclusions about the purpose and significance of a text. In contrast, this is specific to deciding *which parts* are most relevant.",,false,false,false,false,false,false,GRADE_12,Grade 12,12,12,,,,cf6d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,No existing skill specifically calls for student to weigh what parts of context are most relevant for analysis of text.,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
eb695f33-989f-4e50-a82c-a9753deb5337,"Determine a text's specific purpose and analyze how it can aid comprehension (e.g., knowing the author wants to highlight the difficulties of the historical setting can prompt the reader to consider how these challenges affect the characters)",Determine text purpose to aid comprehension,Author's Purpose and Perspective,English Language Arts,ELA,"Related to Purp11Arg8 Analyze an author's values, beliefs, and assumptions (e.g., philosophical, political), which may be directly stated or implied
Purp11Cmp2 Evaluate the author's purpose for consistency and clarity Purp11USP1 Analyze how authors from various contexts (e.g., diverse, intersectional, multicultural) use their own perspective and purpose to shape various texts (e.g., content, style, effects)
Purp12USP1 Analyze and evaluate how authors from various contexts (e.g., diverse, intersectional, multicultural) use their own perspective and purpose to shape various texts (e.g., content, style, effects) Purp12Info2 Analyze an informational text's cultural, historical, and contemporary context in order to revise conclusions and extend interpretations of its purpose and significance.
",,false,false,false,false,false,false,GRADE_12,Grade 12,12,12,,,,cf6d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,Needed for CPR for GA. No Author's Purpose skills at this grade cover the analysis of the purpose and how it aids comprehension.,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
aa3ec225-3800-e411-9e54-005056801da1,"Evaluate literary texts in relation to their purposes, commenting on how successfully a book fulfils expectations for its genre and potential readership (e.g., whether a book written for young children has appropriate language and illustrations)",Evaluate how well texts fulfill their purposes,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_7,Grade 7,7,7,7,Grade 7,9,cf6d5228-e69f-e311-9503-005056801da1,1,e9a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
12259cb9-1ca7-4491-ba45-4ba66ac11eae,"Analyze the cultural or social function and impact of a literary text (e.g., the role of <i>Animal Farm</i> in influencing Western opinions of communism at the beginning of the Cold War)",Analyze the social function and impact of a text,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_10,Grade 10,10,10,10,Grade 10,12,cf6d5228-e69f-e311-9503-005056801da1,1,55314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
b768e776-5aeb-4f51-953b-4c643eaa1710,"With support, identify the context in which an informational text was written, such as its time period, location, and the author's background (e.g., “The author lived before cars were invented.”)",Identify context of informational texts,Author's Purpose and Perspective,English Language Arts,ELA,"related to Purp02ICrft1 Identify what the author wants to describe or explain, or what question the author is answering in an informational text Purp04Info1 Describe how the cultural and historical context of an informational text influences the author's purpose",,false,false,false,false,false,false,GRADE_3,Grade 3,3,3,,,,cf6d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,Needed for CPR for GA. Future flag: Clarify gap this fills?,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
8a11f61e-e69f-e311-9503-005056801da1,"Describe the viewpoint or opinions of an author in an informational text (i.e., what the author wants the reader to believe or understand)",Describe author's opinions in informational text,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_4,Grade 4,4,4,4,Grade 4,6,cf6d5228-e69f-e311-9503-005056801da1,1,e6a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
1a344c9c-a69f-e311-9503-005056801da1,"Analyze an author's values, beliefs, and assumptions (e.g., philosophical, political), which may be directly stated or implied",Analyze an author's values and beliefs,Author's Purpose and Perspective,English Language Arts,ELA,,,true,false,false,false,false,false,GRADE_11,Grade 11,11,11,11,Grade 11,13,cf6d5228-e69f-e311-9503-005056801da1,1,56314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
7bd9bde7-1c07-4bd5-9400-217796ec216c,Distinguish between primary and secondary sources,Distinguish primary from secondary sources,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_6,Grade 6,6,6,6,Grade 6,8,cf6d5228-e69f-e311-9503-005056801da1,1,e8a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
1aa4d9c8-4cfc-4666-b251-6ff9cd49d4bd,"In informational text that is read or heard, show some awareness that authors have viewpoints and purposes (e.g., ""Nos está diciendo cómo hacer algo."")",Identify viewpoints / purposes in nonfiction,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_1,Grade 1,1,1,1,Grade 1,3,cf6d5228-e69f-e311-9503-005056801da1,1,e3a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a711f61e-e69f-e311-9503-005056801da1,"Analyze how an author's purpose or opinion is conveyed in an informational text, and analyze how the author distinguishes his or her position from that of others or approaches the topic differently",Analyze how authors distinguish positions,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_7,Grade 7,7,7,7,Grade 7,9,cf6d5228-e69f-e311-9503-005056801da1,1,e9a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
0cf767f9-405f-422a-97a7-a9c29f9f150d,Analyze how authors use their own background and context to establish rapport and credibility with an audience on an issue or topic,Analyze how author connects with audience,Author's Purpose and Perspective,English Language Arts,ELA,"related: Arg07Info3 Identify the intended audience, and analyze the methods the author uses to persuade the reader or viewer prereq: Arg05USP1 Identify the likely audience of a particular text (e.g., children who like animals; people who work on robots); Purp05Lit1 Explain how literary texts may be written differently by authors with different experiences (e.g., coming of age stories by authors of different cultures)  Purp06Info1 Describe how works of nonfiction from various cultures or time periods reflect the historical and cultural context in which they were written (e.g., wartime political speeches such as Winston Churchill's ""Blood, Toil, Tears, and Sweat"" speech)",,false,false,false,false,false,false,GRADE_7,Grade 7,7,7,,,,cf6d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,"Needed for CPR for MN; Existing Arg and Purp skills are only about techniques like emotional appeal, loaded words, etc. - we needed a skill about using background to establish credibility on an issue",,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
22113091-1a03-4dc3-94e5-9c6eb7ff8f69,"Analyze a literary text's cultural, historical, and contemporary context, bringing increasingly sophisticated knowledge of these subjects to bear, in order to draw and revise conclusions about the purpose and significance of a text",Analyze text to deduce purpose / significance,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_12,Grade 12,12,12,12,Grade 12,14,cf6d5228-e69f-e311-9503-005056801da1,1,57314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
8c11f61e-e69f-e311-9503-005056801da1,"Compare and contrast focus, emphasis, or information provided in firsthand and secondhand accounts of the same event or topic",Compare firsthand or secondhand accounts,Author's Purpose and Perspective,English Language Arts,ELA,,,true,false,false,false,false,false,GRADE_4,Grade 4,4,4,4,Grade 4,6,cf6d5228-e69f-e311-9503-005056801da1,1,e6a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
6f324c9c-a69f-e311-9503-005056801da1,Analyze a text to identify when an author has more than one purpose,Note when an author has more than one purpose,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_5,Grade 5,5,5,5,Grade 5,7,cf6d5228-e69f-e311-9503-005056801da1,1,e7a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a411f61e-e69f-e311-9503-005056801da1,"Explain the author's purpose or intent and how the author fulfills that purpose in an informational text (e.g., language use, evidence)",Explain purpose and how author fulfills purpose,Author's Purpose and Perspective,English Language Arts,ELA,,,true,false,false,false,false,false,GRADE_7,Grade 7,7,7,7,Grade 7,9,cf6d5228-e69f-e311-9503-005056801da1,1,e9a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a3e1c150-2ca4-45e3-9881-e66e14cca897,Describe how the cultural and historical context of an informational text influences the author's purpose,Describe how cultural context influences purpose,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_4,Grade 4,4,4,4,Grade 4,6,cf6d5228-e69f-e311-9503-005056801da1,1,e6a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
f8bd274d-6067-4e66-9ad6-30bd3154b324,"Analyze sentence structures used by different authors and poets and explain how they support the text's purpose or affect the audience (e.g., note how a story is using short sentences to build tension while an informational text is using them for clarity)",Explain how sentence structure supports purpose,Author's Purpose and Perspective,English Language Arts,ELA,"related to Org06USP2 which deals with paragraph structure. See gr 5 ""Describe impact of sentence structure and style"" and earlier skills in same thread.",,false,false,false,false,false,false,GRADE_6,Grade 6,6,6,,,,cf6d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,Needed for CPR for GA. We had nothing targeting sentence structure at this grade.,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
4dd80cc3-b5be-479d-912b-fe2bbc1ec070,Identify the author or storyteller of a text and what the text reveals about their background and perspective,Identify what a text reveals about its author,Author's Purpose and Perspective,English Language Arts,ELA,"prereq since this one says ""Begin to"": Resp02Lit1 - Begin to recognize that literature, media, and oral tradition reflect the peoples, cultures, and societies from which they originate",,false,false,false,false,false,false,GRADE_2,Grade 2,2,2,,,,cf6d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,Needed for CPR for MN - existing author skills did not cover; A skill is needed that addresses what readers can glean from text about an author's perspective/identity,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
f095d12b-0ce2-4dcd-95a6-935e087b4039,Distinguish between primary and secondary sources and their purposes,Distinguish primary from secondary sources,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_7,Grade 7,7,7,7,Grade 7,9,cf6d5228-e69f-e311-9503-005056801da1,1,e9a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
c711f61e-e69f-e311-9503-005056801da1,"Analyze the use of persuasive techniques and rhetorical devices, evaluate how they might affect the reader, and recognize when techniques are misused",Evaluate the use / misuse of persuasive techniques,Author's Purpose and Perspective,English Language Arts,ELA,,,true,false,false,false,false,false,GRADE_11,Grade 11,11,11,11,Grade 11,13,cf6d5228-e69f-e311-9503-005056801da1,1,56314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a31b9c18-e231-4f38-b411-33f2164553ea,"Describe how works of nonfiction from various cultures or time periods reflect the historical and cultural context in which they were written (e.g., wartime political speeches such as Winston Churchill's ""Blood, Toil, Tears, and Sweat"" speech)",Describe how nonfiction reflects context,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_6,Grade 6,6,6,6,Grade 6,8,cf6d5228-e69f-e311-9503-005056801da1,1,e8a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
38dfe5a3-684b-433c-9f23-8b4607001ac9,"Discuss and compare how language can be formal or informal in speech or writing (e.g., kids talking in a story vs. a letter to a teacher)",Compare how language can be formal or informal,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_2,Grade 2,2,2,2,Grade 2,4,cf6d5228-e69f-e311-9503-005056801da1,1,e4a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
53324c9c-a69f-e311-9503-005056801da1,"Determine the author's purpose (e.g., to inform, describe, entertain, explain, share feelings) and explain how the reader can determine the purpose",Explain the author's purpose,Author's Purpose and Perspective,English Language Arts,ELA,,,true,false,false,false,false,false,GRADE_4,Grade 4,4,4,4,Grade 4,6,cf6d5228-e69f-e311-9503-005056801da1,1,e6a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
b57a9d77-e12e-4b77-813f-f6b0ff726e27,"Explain how a digital text achieves its purpose and tone and targets an audience, as well as how different factors influence credibility",Evaluate digital texts’ purpose / credibility,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_7,Grade 7,7,7,7,Grade 7,9,cf6d5228-e69f-e311-9503-005056801da1,1,e9a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,update,RSLCHANGE_ELA_20250605_01_01
fe6a53c6-8b7d-4e12-ab6f-797fb5d02ac2,"Determine the author's purpose, noting how an author's opinion or perspective could influence a text's purpose and meaning",Determine how author's opinion influences text,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_5,Grade 5,5,5,5,Grade 5,7,cf6d5228-e69f-e311-9503-005056801da1,1,e7a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
cb11f61e-e69f-e311-9503-005056801da1,"Evaluate rhetorical devices used in an argument for their effectiveness in persuading or affecting the reader, in giving power to an argument, or in contributing to the beauty of the text",Evaluate rhetorical devices used in an argument,Author's Purpose and Perspective,English Language Arts,ELA,,,true,false,false,false,false,false,GRADE_12,Grade 12,12,12,12,Grade 12,14,cf6d5228-e69f-e311-9503-005056801da1,1,57314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a3a2967d-1f04-4cf2-8bc9-67795b5bbc9f,Identify and explain the author's use of anecdote in texts,Explain author's use of anecdote in texts,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_4,Grade 4,4,4,4,Grade 4,6,cf6d5228-e69f-e311-9503-005056801da1,1,e6a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
0a62a941-550f-423b-8400-b55938562861,"Evaluate a digital text's overall credibility, and critique how well it targets its audience and context, sets appropriate tone, and achieves the author's purpose",Critique digital texts,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_12,Grade 12,12,12,12,Grade 12,14,cf6d5228-e69f-e311-9503-005056801da1,1,57314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a53fc225-3800-e411-9e54-005056801da1,"In nonfiction that is read or heard, show some awareness that authors have viewpoints and purposes (e.g., ""She is telling you how to make something."")",Identify viewpoints / purposes in nonfiction,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_1,Grade 1,1,1,1,Grade 1,3,cf6d5228-e69f-e311-9503-005056801da1,1,e3a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
19344c9c-a69f-e311-9503-005056801da1,"Evaluate how the author of an informational text has assessed the intended audience (e.g., what values has the author assumed are shared by the reader?)",Evaluate how author assessed intended audience,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,11,Grade 11,13,cf6d5228-e69f-e311-9503-005056801da1,1,56314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
b611f61e-e69f-e311-9503-005056801da1,"Recognize an author's use of propaganda or slanted text, analyzing how the language or ideas advance the author's purpose",Analyze how use of propaganda advances purpose,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_9,Grade 9,9,9,9,Grade 9,11,cf6d5228-e69f-e311-9503-005056801da1,1,54314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
ea714930-b3ea-4f90-9c70-d8ef6a28497c,"Analyze the cultural or social function of a literary text (e.g., the contribution of <i>To Kill a Mockingbird</i> to changing sentiments regarding racial equality and justice)",Analyze cultural or social function of the text,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_9,Grade 9,9,9,9,Grade 9,11,cf6d5228-e69f-e311-9503-005056801da1,1,54314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
b711f61e-e69f-e311-9503-005056801da1,Identify implicit values and beliefs revealed by an author of an informational text,Identify values / beliefs revealed by an author,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_9,Grade 9,9,9,9,Grade 9,11,cf6d5228-e69f-e311-9503-005056801da1,1,54314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
e3fda128-f5fd-4890-9e2a-dbf01b2fe411,"Analyze and evaluate how authors from various contexts (e.g., diverse, intersectional, multicultural) use their own perspective and purpose to shape various texts (e.g., content, style, effects)",Analyze / evaluate how context shapes texts,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_12,Grade 12,12,12,12,Grade 12,14,cf6d5228-e69f-e311-9503-005056801da1,1,57314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
26324c9c-a69f-e311-9503-005056801da1,Understand that authors write texts for different purposes,Understand different reasons for creating text,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_2,Grade 2,2,2,2,Grade 2,4,cf6d5228-e69f-e311-9503-005056801da1,1,e4a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
de17cff7-4a33-40aa-a590-cd36cfbc7246,"Analyze an informational text's cultural, historical, and contemporary context in order to draw and revise conclusions about the purpose and significance of a text",Analyze text to deduce purpose / significance,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,11,Grade 11,13,cf6d5228-e69f-e311-9503-005056801da1,1,56314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
dcc439fe-1234-4161-a3d6-05544b22e011,"Explain why an author wrote an informational text (e.g., to tell about sharks, to tell how to cook spaghetti)",Explain why an informational text was written,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_2,Grade 2,2,2,2,Grade 2,4,cf6d5228-e69f-e311-9503-005056801da1,1,e4a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
23edd483-c5be-452e-a403-2673fe4900cf,Analyze how sentence patterns and syntax affect the target audience and support the text's purpose,Analyze how syntax affects audience / purpose,Author's Purpose and Perspective,English Language Arts,ELA,prereq of new skill Purp10USP1; advances from Purp08ICrft2,,false,false,false,false,false,false,GRADE_9,Grade 9,9,9,,,,cf6d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,Needed for CPR for GA. We had nothing targeting sentence structure at this grade.,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
9e17f254-50be-421e-9c40-5804aacdc12b,"Analyze how authors from various contexts (e.g., diverse, intersectional, multicultural) use their own perspective and purpose to shape various texts (e.g., content, style, effects)",Analyze how context shapes texts,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,11,Grade 11,13,cf6d5228-e69f-e311-9503-005056801da1,1,56314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
036a51ef-4f65-46e4-9b51-40e492a752d3,"Distinguish argumentative, informative, and artistic/narrative forms in third-grade writing",Distinguish writing types,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_3,Grade 3,3,3,,,,cf6d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,"This could be an extension of the second-grade skill (Distinguish between fiction and nonfiction (16334c9c-a69f-e311-9503-005056801da1)); however the purpose of this skill is for students to understand the distinction between argumentative, informative, and narrative modes of composition—argumentative, informative, and narrative writing do not neatly fall along fiction/nonfiction lines (you can have narrative nonfiction, argumentative fiction, etc.)",Grade-dependent,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
9f685f55-b61a-4188-94d6-030064b1083d,"Identify when a literary text was written or published and how the time period influences the text's meaning, content, or style (e.g., vocabulary or illustrations specific to the era)",Identify context of a literary text,Author's Purpose and Perspective,English Language Arts,ELA,"Related: Purp03Info4 - With support, identify the context in which an informational text was written, such as its time period, location, and the author's background (e.g., “The author lived before cars were invented.”)",,false,false,false,false,false,false,GRADE_3,Grade 3,3,3,,,,cf6d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,Needed for CPR for MN; there are no Lit skills that address the influence of a time period on a text,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
77793e14-a152-4357-87bf-f78caa2f4b08,"Recognize the difference between contexts that require formal Spanish (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small group discussions)",Recognize contexts for formal or informal usage,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_4,Grade 4,4,4,4,Grade 4,6,cf6d5228-e69f-e311-9503-005056801da1,1,e6a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
7211f61e-e69f-e311-9503-005056801da1,"With prompting and support, name the author and illustrator of a text and explain their roles",Name with aid author / illustrator and role,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_K,Kindergarten,K,0,K,Kindergarten,2,cf6d5228-e69f-e311-9503-005056801da1,1,4b314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
af52108b-51de-40c7-b82b-f7100978c3c3,"Analyze and draw conclusions about the author's purpose in light of an informational text's cultural, historical, and contemporary context",Use cultural context to analyze author's purpose,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_9,Grade 9,9,9,9,Grade 9,11,cf6d5228-e69f-e311-9503-005056801da1,1,54314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
6ba5516f-0208-471c-b728-2368ac629984,"Recognize differences between spoken and written English, understanding that language conventions change to fit different contexts (e.g., formal vs. informal tone)",Recognize how spoken / written English differ,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_3,Grade 3,3,3,3,Grade 3,5,cf6d5228-e69f-e311-9503-005056801da1,1,e5a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
3eba71f3-7916-4221-ae0f-5e5377fdba8f,"Critique an author's choice of expository, narrative, persuasive, or descriptive modes to convey a message",Critique author’s mode to convey a message,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_9,Grade 9,9,9,9,Grade 9,11,cf6d5228-e69f-e311-9503-005056801da1,1,54314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a811f61e-e69f-e311-9503-005056801da1,Explain how an author's perspective influences an informational text,Explain how author's perspective affects a text,Author's Purpose and Perspective,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_7,Grade 7,7,7,7,Grade 7,9,cf6d5228-e69f-e311-9503-005056801da1,1,e9a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
